goal,success,depth,elapsed_s,model,timeout,use_calls,steps_len
(converse (r157 O s157)) = converse s157 O converse r157,True,1,12.112440824508667,gemini-3-flash-preview,False,1238,2
A252 ⟶ A252 ∨ B252,True,1,4.123861789703369,gemini-3-flash-preview,False,1240,2
- ((a139::int) + (b139::int)) = (-a139) + (-b139),True,1,6.952150344848633,gemini-3-flash-preview,False,1242,2
surj f249 ⟷ (∀y249. ∃x249. f249 x249 = y249),True,1,9.425196409225464,gemini-3-flash-preview,False,1244,2
(m223::nat) + Suc (n223::nat) = Suc (m223 + n223),True,1,6.826837539672852,gemini-3-flash-preview,False,1246,2
(m318::nat) + 0 = m318,True,1,6.982438802719116,gemini-3-flash-preview,False,1248,2
x367 ∈ set (map f367 xs367) ⟷ (∃y∈set xs367. f367 y = x367),True,1,20.926079750061035,gemini-3-flash-preview,False,1252,2
length (map f466 xs466) = length xs466,True,1,6.922746181488037,gemini-3-flash-preview,False,1254,2
bij_betw f293 A293 B293 ⟹ y293 ∈ B293 ⟹ (∃x293∈A293. f293 x293 = y293),True,1,14.486701250076294,gemini-3-flash-preview,False,1256,2
(m50::nat) ≤ m50 + (n50::nat),True,1,6.706573724746704,gemini-3-flash-preview,False,1258,2
rev (xs161 @ ys161) = rev ys161 @ rev xs161,True,1,6.572436571121216,gemini-3-flash-preview,False,1260,2
(A99 ⟶ A99),True,1,4.221863746643066,gemini-3-flash-preview,False,1262,2
(m127::nat) + Suc (n127::nat) = Suc (m127 + n127),True,1,8.685999870300293,gemini-3-flash-preview,False,1264,2
(0::int) ≤ abs (a21::int),True,1,6.761841058731079,gemini-3-flash-preview,False,1266,2
- ((a289::int) + (b289::int)) = (-a289) + (-b289),True,1,6.757436037063599,gemini-3-flash-preview,False,1268,2
(a64::nat) + (b64::nat) = b64 + a64,True,1,6.756359577178955,gemini-3-flash-preview,False,1270,2
bij_betw f73 A73 B73 ⟹ f73 ` A73 = B73,True,1,9.569862365722656,gemini-3-flash-preview,False,1272,2
x175 ∈ set (map f175 xs175) ⟷ (∃y∈set xs175. f175 y = x175),True,1,22.2943754196167,gemini-3-flash-preview,False,1276,2
A100 - (B100 ∪ C100) = (A100 - B100) ∩ (A100 - C100),True,1,6.714118003845215,gemini-3-flash-preview,False,1278,2
(0::int) ≤ abs (a267::int),True,1,7.77731990814209,gemini-3-flash-preview,False,1280,2
(A29 ⟶ A29),True,1,4.217166185379028,gemini-3-flash-preview,False,1282,2
(a334::nat) + (b334::nat) = b334 + a334,True,1,6.680260181427002,gemini-3-flash-preview,False,1284,2
(A96 ⟶ C96) ⟶ ((B96 ⟶ C96) ⟶ (A96 ∨ B96 ⟶ C96)),True,1,4.234705924987793,gemini-3-flash-preview,False,1286,2
(m321::nat) ≤ m321,True,1,6.911393404006958,gemini-3-flash-preview,False,1288,2
¬(A85 ∨ B85) ⟷ (¬A85 ∧ ¬B85),True,1,4.222324371337891,gemini-3-flash-preview,False,1290,2
{x269∈A269. P x269} ⊆ A269,True,1,10.51571011543274,gemini-3-flash-preview,False,1292,2
(m81::nat) ≤ m81,True,1,6.696525573730469,gemini-3-flash-preview,False,1294,2
(m357::nat) ≤ m357,True,1,6.7163987159729,gemini-3-flash-preview,False,1296,2
B323 ⟶ A323 ∨ B323,True,1,4.221436023712158,gemini-3-flash-preview,False,1298,2
length (map f450 xs450) = length xs450,True,1,6.679877758026123,gemini-3-flash-preview,False,1300,2
(a336::int) + (-a336) = 0,True,1,7.958706855773926,gemini-3-flash-preview,False,1302,2
x111 ∈ set (map f111 xs111) ⟷ (∃y∈set xs111. f111 y = x111),True,1,9.08898377418518,gemini-3-flash-preview,False,1304,2
(converse (r395 O s395)) = converse s395 O converse r395,True,1,10.668793201446533,gemini-3-flash-preview,False,1306,2
set (map f300 xs300) = f300 ` set xs300,True,1,6.757686138153076,gemini-3-flash-preview,False,1308,2
(m130::nat) + (n130::nat) = n130 + m130,True,1,7.692244052886963,gemini-3-flash-preview,False,1310,2
bij_betw f161 A161 B161 ⟹ y161 ∈ B161 ⟹ (∃x161∈A161. f161 x161 = y161),True,1,12.703680038452148,gemini-3-flash-preview,False,1312,2
{x234∈A234. True} = A234,True,1,9.543360710144043,gemini-3-flash-preview,False,1314,2
(a28::nat) + (b28::nat) = b28 + a28,True,1,6.9723310470581055,gemini-3-flash-preview,False,1316,2
¬(A164 ∧ B164) ⟷ (¬A164 ∨ ¬B164),True,1,4.952647924423218,gemini-3-flash-preview,False,1318,2
x443 ∈ insert x443 A443 ⟷ True,True,1,6.799519062042236,gemini-3-flash-preview,False,1320,2
x455 ∈ set (map f455 xs455) ⟷ (∃y∈set xs455. f455 y = x455),True,1,20.823689699172974,gemini-3-flash-preview,False,1324,2
r327 ⊆ s327 ⟹ converse r327 ⊆ converse s327,True,1,8.56587839126587,gemini-3-flash-preview,False,1326,2
rev (rev xs40) = xs40,True,1,6.989851951599121,gemini-3-flash-preview,False,1328,2
r379 O Id = r379,True,1,7.174206256866455,gemini-3-flash-preview,False,1330,2
rev (rev xs248) = xs248,True,1,7.026752948760986,gemini-3-flash-preview,False,1332,2
bij_betw f181 A181 B181 ⟹ f181 ` A181 = B181,False,2,65.27838802337646,gemini-3-flash-preview,False,1352,2
set (map f484 xs484) = f484 ` set xs484,True,1,6.65244722366333,gemini-3-flash-preview,False,1354,2
bij_betw f229 A229 B229 ⟹ f229 ` A229 = B229,False,2,65.7599766254425,gemini-3-flash-preview,False,1375,2
(m91::nat) + Suc (n91::nat) = Suc (m91 + n91),True,1,6.691015720367432,gemini-3-flash-preview,False,1377,2
(m204::nat) + 0 = m204,True,1,8.904796361923218,gemini-3-flash-preview,False,1379,2
converse (converse r130) = r130,True,1,6.947278738021851,gemini-3-flash-preview,False,1381,2
(m145::nat) + Suc (n145::nat) = Suc (m145 + n145),True,1,7.176218032836914,gemini-3-flash-preview,False,1383,2
f291 ` (A291 ∩ B291) ⊆ f291 ` A291 ∩ f291 ` B291,True,1,6.65097713470459,gemini-3-flash-preview,False,1385,2
(m262::nat) + (n262::nat) = n262 + m262,True,1,6.636952638626099,gemini-3-flash-preview,False,1387,2
A244 ⊆ B244 ⟹ A244 ∪ C244 ⊆ B244 ∪ C244,True,1,8.449462175369263,gemini-3-flash-preview,False,1389,2
rev (xs497 @ ys497) = rev ys497 @ rev xs497,True,1,6.5461201667785645,gemini-3-flash-preview,False,1391,2
set (rev xs61) = set xs61,True,1,6.642001628875732,gemini-3-flash-preview,False,1393,2
trans r370 ⟹ r370 O r370 ⊆ r370,True,1,6.748347043991089,gemini-3-flash-preview,False,1395,2
A372 ∩ (B372 ∪ C372) = (A372 ∩ B372) ∪ (A372 ∩ C372),True,1,8.442800998687744,gemini-3-flash-preview,False,1397,2
filter P318 (xs318 @ ys318) = filter P318 xs318 @ filter P318 ys318,True,1,6.566965341567993,gemini-3-flash-preview,False,1399,2
(m172::nat) + (n172::nat) = n172 + m172,True,1,6.741087436676025,gemini-3-flash-preview,False,1401,2
(a256::nat) + (b256::nat) = b256 + a256,True,1,6.588221549987793,gemini-3-flash-preview,False,1403,2
map f243 (xs243 @ ys243) = map f243 xs243 @ map f243 ys243,True,1,6.367282390594482,gemini-3-flash-preview,False,1405,2
(m288::nat) + 0 = m288,True,1,7.922568082809448,gemini-3-flash-preview,False,1407,2
(m369::nat) ≤ m369,True,1,7.275820732116699,gemini-3-flash-preview,False,1409,2
x223 ∈ set (map f223 xs223) ⟷ (∃y∈set xs223. f223 y = x223),True,1,9.618151187896729,gemini-3-flash-preview,False,1411,2
A206 - (A206 ∩ B206) = A206 - B206,True,1,7.3688037395477295,gemini-3-flash-preview,False,1413,2
(m148::nat) + (n148::nat) = n148 + m148,True,1,7.019559860229492,gemini-3-flash-preview,False,1415,2
set (map f452 xs452) = f452 ` set xs452,True,1,8.46826171875,gemini-3-flash-preview,False,1417,2
A33 ⊆ B33 ⟹ A33 ∩ C33 ⊆ B33 ∩ C33,True,1,6.5698771476745605,gemini-3-flash-preview,False,1419,2
converse (converse r4) = r4,True,1,6.7315051555633545,gemini-3-flash-preview,False,1421,2
Id O r105 = r105,True,1,6.720677375793457,gemini-3-flash-preview,False,1423,2
map f171 (xs171 @ ys171) = map f171 xs171 @ map f171 ys171,True,1,6.371709108352661,gemini-3-flash-preview,False,1425,2
(m198::nat) + 0 = m198,True,1,8.542836427688599,gemini-3-flash-preview,False,1427,2
rev (xs449 @ ys449) = rev ys449 @ rev xs449,True,1,6.601057291030884,gemini-3-flash-preview,False,1429,2
{x314∈A314. P x314} ⊆ A314,True,1,9.310859680175781,gemini-3-flash-preview,False,1431,2
(m372::nat) + 0 = m372,True,1,6.774857759475708,gemini-3-flash-preview,False,1433,2
(m251::nat) + ((n251::nat) + m251) = n251 + (m251 + m251),True,1,7.7386155128479,gemini-3-flash-preview,False,1435,2
(m183::nat) ≤ m183,True,1,6.7263429164886475,gemini-3-flash-preview,False,1437,2
A56 - (A56 ∩ B56) = A56 - B56,True,1,9.882596731185913,gemini-3-flash-preview,False,1439,2
bij_betw f55 A55 B55 ⟹ f55 ` A55 = B55,False,2,64.75312399864197,gemini-3-flash-preview,False,1458,2
{x429∈A429. True} = A429,True,1,9.31537652015686,gemini-3-flash-preview,False,1460,2
map f363 (xs363 @ ys363) = map f363 xs363 @ map f363 ys363,True,1,6.446322441101074,gemini-3-flash-preview,False,1462,2
r215 ⊆ s215 ⟹ converse r215 ⊆ converse s215,True,1,8.672663688659668,gemini-3-flash-preview,False,1464,2
(A256 ⟶ C256) ⟶ ((B256 ⟶ C256) ⟶ (A256 ∨ B256 ⟶ C256)),True,1,4.22013783454895,gemini-3-flash-preview,False,1466,2
(A7 ⟶ B7) ⟷ (¬A7 ∨ B7),True,1,4.225392580032349,gemini-3-flash-preview,False,1468,2
(a395::nat) + ((b395::nat) + a395) = b395 + (a395 + a395),True,1,6.754700422286987,gemini-3-flash-preview,False,1470,2
A92 ⟶ A92 ∨ B92,True,1,4.2290098667144775,gemini-3-flash-preview,False,1472,2
x151 ∈ set (map f151 xs151) ⟷ (∃y∈set xs151. f151 y = x151),True,1,22.50858974456787,gemini-3-flash-preview,False,1476,2
(m177::nat) ≤ m177,True,1,8.281422138214111,gemini-3-flash-preview,False,1478,2
(m269::nat) + ((n269::nat) + m269) = n269 + (m269 + m269),True,1,7.364909887313843,gemini-3-flash-preview,False,1480,2
r8 O Id = r8,True,1,13.414310693740845,gemini-3-flash-preview,False,1482,2
r212p ⊆ r212 ⟹ s212p ⊆ s212 ⟹ r212p O s212p ⊆ r212 O s212,True,1,10.033094882965088,gemini-3-flash-preview,False,1484,2
Id O r0 = r0,True,1,7.428456783294678,gemini-3-flash-preview,False,1486,2
x427 ∈ insert x427 A427,True,1,9.525292873382568,gemini-3-flash-preview,False,1488,2
rev (xs457 @ ys457) = rev ys457 @ rev xs457,True,1,7.234044313430786,gemini-3-flash-preview,False,1490,2
{x209∈A209. P x209} ⊆ A209,True,1,10.624444961547852,gemini-3-flash-preview,False,1492,2
inj f262 ⟷ (∀x262 y262. f262 x262 = f262 y262 ⟶ x262 = y262),True,1,10.461086988449097,gemini-3-flash-preview,False,1494,2
Id O r7 = r7,True,1,7.995091438293457,gemini-3-flash-preview,False,1496,2
(a38::int) - a38 = 0,True,1,8.132800102233887,gemini-3-flash-preview,False,1498,2
A60 ∧ B60 ⟶ A60,True,1,6.403650522232056,gemini-3-flash-preview,False,1500,2
r341 ⊆ s341 ⟹ converse r341 ⊆ converse s341,True,1,7.743495464324951,gemini-3-flash-preview,False,1502,2
{x324∈A324. True} = A324,True,1,9.681936502456665,gemini-3-flash-preview,False,1504,2
set (rev xs365) = set xs365,True,1,7.272430419921875,gemini-3-flash-preview,False,1506,2
r204 O Id = r204,True,1,6.5756847858428955,gemini-3-flash-preview,False,1508,2
r82 ⊆ s82 ⟹ converse r82 ⊆ converse s82,True,1,7.005987167358398,gemini-3-flash-preview,False,1510,2
A386 - (A386 ∩ B386) = A386 - B386,True,1,11.108437776565552,gemini-3-flash-preview,False,1512,2
A214 ⊆ B214 ⟹ A214 ∪ C214 ⊆ B214 ∪ C214,True,1,8.697046279907227,gemini-3-flash-preview,False,1514,2
f95 ` (A95 ∪ B95) = f95 ` A95 ∪ f95 ` B95,True,1,7.057748317718506,gemini-3-flash-preview,False,1516,2
converse (converse r123) = r123,True,1,7.502074241638184,gemini-3-flash-preview,False,1518,2
(a209::nat) + ((b209::nat) + a209) = b209 + (a209 + a209),True,1,7.657683372497559,gemini-3-flash-preview,False,1520,2
(A316 ⟶ C316) ⟶ ((B316 ⟶ C316) ⟶ (A316 ∨ B316 ⟶ C316)),True,1,6.204976320266724,gemini-3-flash-preview,False,1522,2
Id O r119 = r119,True,1,6.912954092025757,gemini-3-flash-preview,False,1524,2
(0::int) ≤ abs (a321::int),True,1,6.884023189544678,gemini-3-flash-preview,False,1526,2
x240 ∈ A240 ∩ B240 ⟷ x240 ∈ A240 ∧ x240 ∈ B240,True,1,6.8157429695129395,gemini-3-flash-preview,False,1528,2
A28 ∪ (B28 ∩ C28) = (A28 ∪ B28) ∩ (A28 ∪ C28),True,1,6.926348447799683,gemini-3-flash-preview,False,1530,2
f321 ` (A321 ∩ B321) ⊆ f321 ` A321 ∩ f321 ` B321,True,1,9.05277132987976,gemini-3-flash-preview,False,1532,2
set (rev xs37) = set xs37,True,1,6.96811842918396,gemini-3-flash-preview,False,1534,2
rev (rev xs312) = xs312,True,1,6.906744480133057,gemini-3-flash-preview,False,1536,2
Id O r294 = r294,True,1,6.740302085876465,gemini-3-flash-preview,False,1538,2
A267 ∩ (B267 ∪ C267) = (A267 ∩ B267) ∪ (A267 ∩ C267),True,1,7.339316368103027,gemini-3-flash-preview,False,1540,2
length (map f314 xs314) = length xs314,True,1,8.818807125091553,gemini-3-flash-preview,False,1542,2
A256 ⊆ A256 ∪ B256,True,1,6.540309429168701,gemini-3-flash-preview,False,1544,2
(A267 ⟶ B267) ⟷ (¬A267 ∨ B267),True,1,4.246617794036865,gemini-3-flash-preview,False,1546,2
x412 ∈ insert x412 A412,True,1,6.99610161781311,gemini-3-flash-preview,False,1548,2
(converse (r199 O s199)) = converse s199 O converse r199,True,1,6.713470220565796,gemini-3-flash-preview,False,1550,2
(m32::nat) ≤ m32 + (n32::nat),True,1,7.691554546356201,gemini-3-flash-preview,False,1552,2
(m80::nat) ≤ m80 + (n80::nat),True,1,6.748647212982178,gemini-3-flash-preview,False,1554,2
length (map f170 xs170) = length xs170,True,1,6.851179122924805,gemini-3-flash-preview,False,1556,2
A272 ⟶ A272 ∨ B272,True,1,4.270761966705322,gemini-3-flash-preview,False,1558,2
(m392::nat) ≤ m392 + (n392::nat),True,1,7.121614694595337,gemini-3-flash-preview,False,1560,2
A229 ⊆ B229 ⟹ A229 ∪ C229 ⊆ B229 ∪ C229,True,1,7.030555725097656,gemini-3-flash-preview,False,1562,2
(m23::nat) + ((n23::nat) + m23) = n23 + (m23 + m23),True,1,6.899959564208984,gemini-3-flash-preview,False,1564,2
(A129 ⟶ A129),True,1,4.217876434326172,gemini-3-flash-preview,False,1566,2
(a162::int) + (-a162) = 0,True,1,7.0958356857299805,gemini-3-flash-preview,False,1568,2
(m307::nat) + Suc (n307::nat) = Suc (m307 + n307),True,1,6.766746282577515,gemini-3-flash-preview,False,1570,2
¬(A274 ∧ B274) ⟷ (¬A274 ∨ ¬B274),True,1,4.27398157119751,gemini-3-flash-preview,False,1572,2
r393 O Id = r393,True,1,6.826754093170166,gemini-3-flash-preview,False,1574,2
(m274::nat) + (n274::nat) = n274 + m274,True,1,6.743122816085815,gemini-3-flash-preview,False,1576,2
A1 ⊆ A1 ∪ B1,True,1,6.6435041427612305,gemini-3-flash-preview,False,1578,2
x423 ∈ set (map f423 xs423) ⟷ (∃y∈set xs423. f423 y = x423),True,1,20.332279205322266,gemini-3-flash-preview,False,1582,2
converse (converse r354) = r354,True,1,6.949201583862305,gemini-3-flash-preview,False,1584,2
A477 ∩ (B477 ∪ C477) = (A477 ∩ B477) ∪ (A477 ∩ C477),True,1,6.847031116485596,gemini-3-flash-preview,False,1586,2
(A6 ⟶ C6) ⟶ ((B6 ⟶ C6) ⟶ (A6 ∨ B6 ⟶ C6)),True,1,4.318169116973877,gemini-3-flash-preview,False,1588,2
length (map f50 xs50) = length xs50,True,1,6.973584890365601,gemini-3-flash-preview,False,1590,2
surj f273 ⟷ (∀y273. ∃x273. f273 x273 = y273),True,1,10.920171022415161,gemini-3-flash-preview,False,1592,2
(converse (r66 O s66)) = converse s66 O converse r66,True,1,10.27173399925232,gemini-3-flash-preview,False,1594,2
(m30::nat) + 0 = m30,True,1,7.065916299819946,gemini-3-flash-preview,False,1596,2
Id O r287 = r287,True,1,6.714633464813232,gemini-3-flash-preview,False,1598,2
r296p ⊆ r296 ⟹ s296p ⊆ s296 ⟹ r296p O s296p ⊆ r296 O s296,True,1,8.319635152816772,gemini-3-flash-preview,False,1600,2
(a0::int) + (-a0) = 0,True,1,6.705655097961426,gemini-3-flash-preview,False,1602,2
inj_on f102 A102 ⟷ (∀x102∈A102. ∀y102∈A102. f102 x102 = f102 y102 ⟶ x102 = y102),True,1,10.708860635757446,gemini-3-flash-preview,False,1604,2
A55 - (B55 ∪ C55) = (A55 - B55) ∩ (A55 - C55),True,1,6.729741811752319,gemini-3-flash-preview,False,1606,2
A176 - (A176 ∩ B176) = A176 - B176,True,1,12.247663974761963,gemini-3-flash-preview,False,1608,2
(A396 ⟶ C396) ⟶ ((B396 ⟶ C396) ⟶ (A396 ∨ B396 ⟶ C396)),True,1,4.117252349853516,gemini-3-flash-preview,False,1610,2
r155 O Id = r155,True,1,6.6084442138671875,gemini-3-flash-preview,False,1612,2
r380p ⊆ r380 ⟹ s380p ⊆ s380 ⟹ r380p O s380p ⊆ r380 O s380,True,1,6.73725438117981,gemini-3-flash-preview,False,1614,2
filter P430 (xs430 @ ys430) = filter P430 xs430 @ filter P430 ys430,True,1,6.339323282241821,gemini-3-flash-preview,False,1616,2
(m363::nat) ≤ m363,True,1,7.801245927810669,gemini-3-flash-preview,False,1618,2
surj f3 ⟷ (∀y3. ∃x3. f3 x3 = y3),True,1,10.425389289855957,gemini-3-flash-preview,False,1620,2
inj_on f276 A276 ⟷ (∀x276∈A276. ∀y276∈A276. f276 x276 = f276 y276 ⟶ x276 = y276),True,1,10.546538591384888,gemini-3-flash-preview,False,1622,2
(m70::nat) + (n70::nat) = n70 + m70,True,1,6.709409475326538,gemini-3-flash-preview,False,1624,2
(m216::nat) + 0 = m216,True,1,8.403498411178589,gemini-3-flash-preview,False,1626,2
inj f238 ⟷ (∀x238 y238. f238 x238 = f238 y238 ⟶ x238 = y238),True,1,9.170208930969238,gemini-3-flash-preview,False,1628,2
(converse (r10 O s10)) = converse s10 O converse r10,True,1,6.676791429519653,gemini-3-flash-preview,False,1630,2
length (map f458 xs458) = length xs458,True,1,6.79468560218811,gemini-3-flash-preview,False,1632,2
(A217 ⟶ B217) ⟷ (¬A217 ∨ B217),True,1,7.540547609329224,gemini-3-flash-preview,False,1634,2
(A87 ⟶ B87) ⟷ (¬A87 ∨ B87),True,1,6.513868093490601,gemini-3-flash-preview,False,1636,2
(A67 ⟶ B67) ⟷ (¬A67 ∨ B67),True,1,6.854844093322754,gemini-3-flash-preview,False,1638,2
rev (xs321 @ ys321) = rev ys321 @ rev xs321,True,1,7.145325660705566,gemini-3-flash-preview,False,1640,2
A300 ∧ B300 ⟶ A300,True,1,4.219229698181152,gemini-3-flash-preview,False,1642,2
(converse (r24 O s24)) = converse s24 O converse r24,True,1,11.49345064163208,gemini-3-flash-preview,False,1644,2
A49 ⊆ B49 ⟹ A49 ∪ C49 ⊆ B49 ∪ C49,True,1,7.215333461761475,gemini-3-flash-preview,False,1646,2
A202 ⟶ A202 ∨ B202,True,1,4.343585968017578,gemini-3-flash-preview,False,1648,2
bij_betw f215 A215 B215 ⟹ y215 ∈ B215 ⟹ (∃x215∈A215. f215 x215 = y215),True,1,13.626348972320557,gemini-3-flash-preview,False,1650,2
f455 ` (A455 ∪ B455) = f455 ` A455 ∪ f455 ` B455,True,1,6.8509416580200195,gemini-3-flash-preview,False,1652,2
(m176::nat) ≤ m176 + (n176::nat),True,1,6.8739142417907715,gemini-3-flash-preview,False,1654,2
filter P62 (xs62 @ ys62) = filter P62 xs62 @ filter P62 ys62,True,1,6.92752480506897,gemini-3-flash-preview,False,1656,2
A207 ∩ (B207 ∪ C207) = (A207 ∩ B207) ∪ (A207 ∩ C207),True,1,6.933325290679932,gemini-3-flash-preview,False,1658,2
(A138 ∧ (B138 ∨ C138)) ⟷ (A138 ∧ B138) ∨ (A138 ∧ C138),True,1,6.938018560409546,gemini-3-flash-preview,False,1660,2
r61 ⊆ s61 ⟹ converse r61 ⊆ converse s61,True,1,8.39286994934082,gemini-3-flash-preview,False,1662,2
r15 O Id = r15,True,1,7.190599679946899,gemini-3-flash-preview,False,1664,2
(m303::nat) ≤ m303,True,1,7.096959590911865,gemini-3-flash-preview,False,1666,2
A101 ∧ B101 ⟶ B101,True,1,4.149754285812378,gemini-3-flash-preview,False,1668,2
(m11::nat) + ((n11::nat) + m11) = n11 + (m11 + m11),True,1,6.808534622192383,gemini-3-flash-preview,False,1670,2
{x354∈A354. True} = A354,True,1,8.94569182395935,gemini-3-flash-preview,False,1672,2
A152 ∩ B152 ⊆ A152,True,1,6.901902914047241,gemini-3-flash-preview,False,1674,2
inj_on f204 A204 ⟷ (∀x204∈A204. ∀y204∈A204. f204 x204 = f204 y204 ⟶ x204 = y204),True,1,10.589035987854004,gemini-3-flash-preview,False,1676,2
¬(A194 ∧ B194) ⟷ (¬A194 ∨ ¬B194),True,1,4.21888279914856,gemini-3-flash-preview,False,1678,2
(a344::int) - a344 = 0,True,1,6.77791953086853,gemini-3-flash-preview,False,1680,2
(m1::nat) + Suc (n1::nat) = Suc (m1 + n1),True,1,8.649168491363525,gemini-3-flash-preview,False,1682,2
trans r356 ⟹ r356 O r356 ⊆ r356,True,1,7.113301038742065,gemini-3-flash-preview,False,1684,2
Id O r266 = r266,True,1,7.072867155075073,gemini-3-flash-preview,False,1686,2
r313 ⊆ s313 ⟹ converse r313 ⊆ converse s313,True,1,7.322821140289307,gemini-3-flash-preview,False,1688,2
r78 O Id = r78,True,1,8.23380446434021,gemini-3-flash-preview,False,1690,2
r64 O Id = r64,True,1,6.79403281211853,gemini-3-flash-preview,False,1692,2
B283 ⟶ A283 ∨ B283,True,1,4.123092412948608,gemini-3-flash-preview,False,1694,2
x471 ∈ set (map f471 xs471) ⟷ (∃y∈set xs471. f471 y = x471),True,1,19.813479900360107,gemini-3-flash-preview,False,1698,2
¬(A115 ∨ B115) ⟷ (¬A115 ∧ ¬B115),True,1,7.8526153564453125,gemini-3-flash-preview,False,1700,2
rev (xs41 @ ys41) = rev ys41 @ rev xs41,True,1,6.657629489898682,gemini-3-flash-preview,False,1702,2
A140 ∧ B140 ⟶ A140,True,1,4.181765079498291,gemini-3-flash-preview,False,1704,2
A304 ⊆ B304 ⟹ A304 ∪ C304 ⊆ B304 ∪ C304,True,1,6.587122917175293,gemini-3-flash-preview,False,1706,2
(a41::nat) + ((b41::nat) + a41) = b41 + (a41 + a41),True,1,7.227377414703369,gemini-3-flash-preview,False,1708,2
converse (converse r228) = r228,True,1,7.402235269546509,gemini-3-flash-preview,False,1710,2
set (rev xs245) = set xs245,True,1,6.98208212852478,gemini-3-flash-preview,False,1712,2
set (rev xs253) = set xs253,True,1,6.487445592880249,gemini-3-flash-preview,False,1714,2
r387p ⊆ r387 ⟹ s387p ⊆ s387 ⟹ r387p O s387p ⊆ r387 O s387,True,1,6.692545413970947,gemini-3-flash-preview,False,1716,2
(0::int) ≤ abs (a225::int),True,1,6.761608839035034,gemini-3-flash-preview,False,1718,2
(0::int) ≤ abs (a63::int),True,1,9.189114809036255,gemini-3-flash-preview,False,1720,2
A388 ∪ (B388 ∩ C388) = (A388 ∪ B388) ∩ (A388 ∪ C388),True,1,6.662766695022583,gemini-3-flash-preview,False,1722,2
r383 ⊆ s383 ⟹ converse r383 ⊆ converse s383,True,1,6.848875999450684,gemini-3-flash-preview,False,1724,2
(A399 ⟶ A399),True,1,4.168227672576904,gemini-3-flash-preview,False,1726,2
A331 ∧ B331 ⟶ B331,True,1,4.33138108253479,gemini-3-flash-preview,False,1728,2
- ((a163::int) + (b163::int)) = (-a163) + (-b163),True,1,8.682044744491577,gemini-3-flash-preview,False,1730,2
set (map f252 xs252) = f252 ` set xs252,True,1,7.088520526885986,gemini-3-flash-preview,False,1732,2
(a210::int) + (-a210) = 0,True,1,6.826288461685181,gemini-3-flash-preview,False,1734,2
x335 ∈ set (map f335 xs335) ⟷ (∃y∈set xs335. f335 y = x335),True,1,19.919418334960938,gemini-3-flash-preview,False,1738,2
set (rev xs429) = set xs429,True,1,6.784760236740112,gemini-3-flash-preview,False,1740,2
¬(A55 ∨ B55) ⟷ (¬A55 ∧ ¬B55),True,1,4.261300325393677,gemini-3-flash-preview,False,1742,2
x472 ∈ insert x472 A472,True,1,6.792198181152344,gemini-3-flash-preview,False,1744,2
A363 ⊆ B363 ⟹ A363 ∩ C363 ⊆ B363 ∩ C363,True,1,6.683223724365234,gemini-3-flash-preview,False,1746,2
r149p ⊆ r149 ⟹ s149p ⊆ s149 ⟹ r149p O s149p ⊆ r149 O s149,True,1,6.7034196853637695,gemini-3-flash-preview,False,1748,2
f125 ` (A125 ∪ B125) = f125 ` A125 ∪ f125 ` B125,True,1,8.337804555892944,gemini-3-flash-preview,False,1750,2
A325 - (B325 ∪ C325) = (A325 - B325) ∩ (A325 - C325),True,1,7.114360809326172,gemini-3-flash-preview,False,1752,2
(a136::nat) + (b136::nat) = b136 + a136,True,1,6.866341590881348,gemini-3-flash-preview,False,1754,2
(m58::nat) + (n58::nat) = n58 + m58,True,1,6.60045051574707,gemini-3-flash-preview,False,1756,2
(A137 ⟶ B137) ⟷ (¬A137 ∨ B137),True,1,4.219777345657349,gemini-3-flash-preview,False,1758,2
f336 ` (A336 ∩ B336) ⊆ f336 ` A336 ∩ f336 ` B336,True,1,8.797557592391968,gemini-3-flash-preview,False,1760,2
(m297::nat) ≤ m297,True,1,7.184702157974243,gemini-3-flash-preview,False,1762,2
(A97 ⟶ B97) ⟷ (¬A97 ∨ B97),True,1,6.540120601654053,gemini-3-flash-preview,False,1764,2
A250 ∧ B250 ⟶ A250,True,1,4.262112617492676,gemini-3-flash-preview,False,1766,2
(m290::nat) ≤ m290 + (n290::nat),True,1,6.817460775375366,gemini-3-flash-preview,False,1768,2
A475 - (B475 ∪ C475) = (A475 - B475) ∩ (A475 - C475),True,1,7.049969434738159,gemini-3-flash-preview,False,1770,2
(A346 ⟶ C346) ⟶ ((B346 ⟶ C346) ⟶ (A346 ∨ B346 ⟶ C346)),True,1,4.268630504608154,gemini-3-flash-preview,False,1772,2
inj f172 ⟷ (∀x172 y172. f172 x172 = f172 y172 ⟶ x172 = y172),True,1,9.2864990234375,gemini-3-flash-preview,False,1774,2
(m99::nat) ≤ m99,True,1,7.545022487640381,gemini-3-flash-preview,False,1776,2
(0::int) ≤ abs (a255::int),True,1,7.1275718212127686,gemini-3-flash-preview,False,1778,2
¬(A104 ∧ B104) ⟷ (¬A104 ∨ ¬B104),True,1,5.847501039505005,gemini-3-flash-preview,False,1780,2
(m370::nat) + (n370::nat) = n370 + m370,True,1,6.84622049331665,gemini-3-flash-preview,False,1782,2
(A347 ⟶ B347) ⟷ (¬A347 ∨ B347),True,1,4.243061542510986,gemini-3-flash-preview,False,1784,2
(converse (r31 O s31)) = converse s31 O converse r31,True,1,10.575416564941406,gemini-3-flash-preview,False,1786,2
